PeakID	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
25798	chr6	168973551	168973618	+	0	NA	intron (NM_022138, intron 7 of 12)	-intron (NM_001166412, intron 7 of 12)	131753	NM_022138	SMOC2	NM_022138			SMOC2			
7428	chr13	30982779	30982846	+	0	NA	Intergenic	Intergenic	-34776	NR_024464	LINC00426	NR_024464			LINC00426			
10022	chr16	3012643	3012785	+	0	NA	Intergenic	Intergenic	-1503	NM_001253725	KREMEN2	NM_001253726			KREMEN2			
9292	chr15	83317412	83317539	+	0	NA	promoter-TSS (NM_030594)	-promoter-TSS (NM_030594)	-747	NM_030594	CPEB1	NM_001079535			CPEB1			
7493	chr13	41348976	41349064	+	0	NA	Intergenic	Intergenic	-3673	NM_005830	MRPS31	NM_005830			MRPS31			
23884	chr5	14316676	14316801	+	0	NA	exon (NM_007118, exon 9 of 57)	-exon (NM_007118, exon 9 of 57)	172909	NM_007118	TRIO	NM_007118			TRIO			
18233	chr20	36965603	36965645	+	0	NA	exon (NM_001725, exon 15 of 15)	-exon (NM_001725, exon 15 of 15)	-9261	NM_004139	LBP	NM_004139			LBP			
17317	chr2	242965278	242965323	+	0	NA	Intergenic	Intergenic	-65544	NR_024437	LOC728323	NR_024437			LOC728323			
9253	chr15	78698682	78698770	+	0	NA	Intergenic	Intergenic	-31792	NM_004136	IREB2	NM_004136			IREB2			
5241	chr11	67290669	67290765	+	0	NA	intron (NM_016366, intron 1 of 6)	-intron (NM_016366, intron 1 of 6)	182	NM_016366	CABP2	NM_016366			CABP2			
5789	chr12	114878725	114878876	+	0	NA	Intergenic	Intergenic	-32553	NM_000192	TBX5	NM_181486			TBX5			
12140	chr17	56234437	56234555	+	0	NA	exon (NR_002307, exon 1 of 1)	-exon (NR_002307, exon 1 of 1)	176	NR_002307	MSX2P1	NR_002307			MSX2P1			
3273	chr10	18361837	18361903	+	0	NA	Intergenic	Intergenic	-62379	NR_038419	LOC100129213	NR_038419			LOC100129213			
24902	chr5	66462372	66462416	+	0	NA	exon (NM_001164664, exon 29 of 29)	-exon (NM_001164664, exon 29 of 29)	30223	NM_005582	CD180	NM_005582			CD180			
5592	chr11	94771364	94771517	+	0	NA	Intergenic	Intergenic	13018	NM_001161630	KDM4DL	NM_001161630			KDM4DL			
25932	chr6	21847565	21847662	+	0	NA	intron (NR_015410, intron 4 of 11)	-intron (NR_015410, intron 4 of 11)	180938	NR_015410	LINC00340	NR_015410			LINC00340			
9926	chr16	2788784	2788877	+	0	NA	intron (NR_027275, intron 3 of 5)	-intron (NR_027274, intron 3 of 5)	5968	NR_027274	LOC100128788	NR_027274			LOC100128788			
2841	chr10	125425907	125426044	+	0	NA	exon (NM_153442, exon 1 of 3)	-exon (NM_153442, exon 1 of 3)	104	NM_153442	GPR26	NM_153442			GPR26			
8625	chr15	100524302	100524427	+	0	NA	intron (NM_139057, intron 20 of 21)	-intron (NM_139057, intron 20 of 21)	-177232	NR_003260	DNM1P46	NR_003260			DNM1P46			
26867	chr7	128496648	128496736	+	0	NA	exon (NM_001127487, exon 43 of 47)	-exon (NM_001127487, exon 43 of 47)	-6165	NM_001198909	ATP6V1F	NM_001198909			ATP6V1F			
25370	chr6	137273563	137273651	+	0	NA	Intergenic	Intergenic	30205	NM_001008783	SLC35D3	NM_001008783			SLC35D3			
21864	chr3	73278310	73278357	+	0	NA	Intergenic	Intergenic	167523	NM_018029	EBLN2	NM_018029			EBLN2			
8450	chr14	77774860	77774993	+	0	NA	intron (NM_013382, intron 2 of 20)	-intron (NM_013382, intron 2 of 20)	12299	NM_013382	POMT2	NM_013382			POMT2			
116	chr1	11071170	11071235	+	0	NA	Intergenic	Intergenic	-1477	NM_007375	TARDBP	NM_007375			TARDBP			
22425	chr4	164265485	164265556	+	0	NA	intron (NM_006174, intron 1 of 3)	-intron (NM_006174, intron 1 of 3)	429	NM_006174	NPY5R	NM_006174			NPY5R			
11003	chr16	88262570	88262667	+	0	NA	Intergenic	Intergenic	-231261	NM_001127464	ZNF469	NM_001127464			ZNF469			
15411	chr19	52839348	52839404	+	0	NA	promoter-TSS (NM_001161425)	-promoter-TSS (NM_001161425)	-122	NM_001161425	ZNF610	NM_173530			ZNF610			
27164	chr7	150888937	150889068	+	0	NA	Intergenic	Intergenic	-4083	NM_080871	ASB10	NM_080871			ASB10			
2033	chr1	4018511	4018562	+	0	NA	Intergenic	Intergenic	17864	NR_040065	LOC728716	NR_040065			LOC728716			
18221	chr20	36542406	36542469	+	0	NA	intron (NM_080607, intron 1 of 3)	-intron (NM_080607, intron 1 of 3)	10938	NM_080607	VSTM2L	NM_080607			VSTM2L			
5001	chr11	60863816	60863919	+	0	NA	Intergenic	Intergenic	-6063	NM_014207	CD5	NM_014207			CD5			
23539	chr5	1158889	1158973	+	0	NA	Intergenic	Intergenic	-42779	NM_001003841	SLC6A19	NM_001003841			SLC6A19			
13535	chr18	70211917	70211973	+	0	NA	promoter-TSS (NM_182511)	-promoter-TSS (NM_182511)	-222	NM_182511	CBLN2	NM_182511			CBLN2			
28822	chr8	142460438	142460539	+	0	NA	intron (NM_207414, intron 19 of 29)	-intron (NM_207414, intron 19 of 29)	28481	NM_032611	PTP4A3	NM_007079			PTP4A3			
15362	chr19	51051708	51051840	+	0	NA	intron (NM_001080457, intron 2 of 2)	-intron (NM_001080457, intron 2 of 2)	19528	NM_001080457	LRRC4B	NM_001080457			LRRC4B			
24896	chr5	6583436	6583541	+	0	NA	promoter-TSS (NR_024424)	-promoter-TSS (NR_024424)	78	NR_024424	LOC255167	NR_024424			LOC255167			
9788	chr16	1979007	1979073	+	0	NA	Intergenic	Intergenic	-10809	NM_001009606	HS3ST6	NM_001009606			HS3ST6			
12353	chr17	69829066	69829124	+	0	NA	Intergenic	Intergenic	-288066	NM_000346	SOX9	NM_000346			SOX9			
11790	chr17	38609202	38609331	+	0	NA	exon (NM_001552, exon 2 of 4)	-exon (NM_001552, exon 2 of 4)	9590	NM_001552	IGFBP4	NM_001552			IGFBP4			
19446	chr21	47315673	47315816	+	0	NA	intron (NM_020528, intron 1 of 13)	-intron (NM_001130141, intron 1 of 12)	45869	NM_020528	PCBP3	NM_001130141			PCBP3			
17286	chr2	242754441	242754496	+	0	NA	intron (NM_080741, intron 1 of 3)	-intron (NM_080741, intron 1 of 3)	2438	NM_080741	NEU4	NM_001167602			NEU4			
15104	chr19	45991659	45991738	+	0	NA	intron (NM_206901, intron 5 of 6)	-intron (NM_005619, intron 9 of 10)	4776	NM_206901	RTN2	NM_206900			RTN2			
12917	chr17	79106366	79106438	+	0	NA	promoter-TSS (NM_004920)	-promoter-TSS (NM_004920)	-654	NM_004920	AATK	NM_001080395			AATK			
12667	chr17	75807902	75808036	+	0	NA	Intergenic	Intergenic	72200	NR_028337	FLJ45079	NR_028337			FLJ45079			
13122	chr17	81010245	81010323	+	0	NA	promoter-TSS (NM_001009905)	-promoter-TSS (NM_001009905)	-598	NM_001009905	B3GNTL1	NM_001009905			B3GNTL1			
22399	chr4	1614993	1615050	+	0	NA	Intergenic	Intergenic	70697	NM_001013622	FAM53A	NM_001013622			FAM53A			
3963	chr10	9837642	9837773	+	0	NA	Intergenic	Intergenic	999170	NR_027082	SFTA1P	NR_027082			SFTA1P			
17178	chr2	241263667	241263708	+	0	NA	Intergenic	Intergenic	-111428	NM_002081	GPC1	NM_002081			GPC1			
29931	chr9	101049390	101049502	+	0	NA	TTS (NM_005458)	-TTS (NM_005458)	-31443	NM_018421	TBC1D2	NM_018421			TBC1D2			
30455	chr9	136150420	136150460	+	0	NA	intron (NM_020469, intron 1 of 6)	-intron (NM_020469, intron 1 of 6)	190	NM_020469	ABO	NM_020469			ABO			
24486	chr5	180025046	180025119	+	0	NA	Intergenic	Intergenic	-6595	NM_052863	SCGB3A1	NM_052863			SCGB3A1			
13039	chr17	79979629	79979718	+	0	NA	intron (NM_144998, intron 1 of 3)	-intron (NM_144998, intron 1 of 3)	1100	NM_144998	STRA13	NM_144998			STRA13			
23021	chr4	55488854	55488920	+	0	NA	Intergenic	Intergenic	-35208	NM_001093772	KIT	NM_001093772			KIT			
23683	chr5	131347016	131347170	+	0	NA	intron (NM_001205250, intron 1 of 20)	-intron (NM_001009185, intron 1 of 20)	262	NM_015256	ACSL6	NM_001009185			ACSL6			
6159	chr12	132835788	132835859	+	0	NA	intron (NM_001122636, intron 4 of 10)	-intron (NM_001122636, intron 4 of 10)	-16154	NR_024563	LOC100130238	NR_024563			LOC100130238			
15561	chr19	55968104	55968177	+	0	NA	intron (NM_024710, intron 1 of 5)	-intron (NM_001136201, intron 1 of 5)	4909	NM_001136202	ISOC2	NM_024710			ISOC2			
2005	chr1	38645178	38645244	+	0	NA	Intergenic	Intergenic	35228	NR_038928	LOC339442	NR_038928			LOC339442			
7683	chr13	87490772	87490861	+	0	NA	Intergenic	Intergenic	780179	NR_039722	MIR4500	NR_039722			MIR4500			
31030	chr9	21044736	21044802	+	0	NA	Intergenic	Intergenic	-13134	NM_001010915	PTPLAD2	NM_001010915			PTPLAD2			
19831	chr22	29695663	29695716	+	0	NA	exon (NM_001163285, exon 16 of 17)	-exon (NM_001163285, exon 16 of 17)	-7308	NM_006478	GAS2L1	NM_006478			GAS2L1			
16093	chr2	113940476	113940620	+	0	NA	exon (NM_012455, exon 2 of 17)	-exon (NM_012455, exon 2 of 17)	8988	NM_012455	PSD4	NM_012455			PSD4			
707	chr1	176206478	176206610	+	0	NA	Intergenic	Intergenic	-30174	NM_022457	RFWD2	NM_022457			RFWD2			
4422	chr11	1467950	1468055	+	0	NA	intron (NR_046332, intron 12 of 19)	-intron (NM_001256627, intron 12 of 19)	35620	NM_001256630	BRSK2	NM_001256630			BRSK2			
19125	chr21	40768189	40768309	+	0	NA	intron (NM_004627, intron 4 of 4)	-intron (NM_001146218, intron 4 of 4)	8557	NM_001146218	WRB	NM_004627			WRB			
19974	chr22	37574668	37574794	+	0	NA	Intergenic	Intergenic	9599	NM_031910	C1QTNF6	NM_031910			C1QTNF6			
30331	chr9	133758286	133758446	+	0	NA	intron (NM_007313, intron 10 of 10)	-intron (NM_005157, intron 10 of 10)	10859	NM_198180	QRFP	NM_198180			QRFP			
9112	chr15	70867592	70867670	+	0	NA	Intergenic	Intergenic	126989	NM_001008224	UACA	NM_001008224			UACA			
15492	chr19	54671155	54671208	+	0	NA	intron (NM_144686, intron 5 of 14)	-intron (NM_001145303, intron 5 of 14)	5763	NM_144686	TMC4	NM_144686			TMC4			
18097	chr20	29515755	29515805	+	0	NA	Intergenic	Intergenic	-96099	NR_003579	FRG1B	NR_003579			FRG1B			
15187	chr19	47833274	47833408	+	0	NA	Intergenic	Intergenic	-7030	NM_018485	GPR77	NM_018485			GPR77			
24652	chr5	33938174	33938303	+	0	NA	exon (NM_016568, exon 1 of 1)	-exon (NM_016568, exon 1 of 1)	1747	NM_016568	RXFP3	NM_016568			RXFP3			
5366	chr11	70389159	70389238	+	0	NA	intron (NM_133266, intron 2 of 10)	-intron (NM_012309, intron 14 of 22)	118725	NM_133266	SHANK2	NM_012309			SHANK2			
10395	chr16	57594057	57594095	+	0	NA	intron (NM_153837, intron 1 of 11)	-intron (NM_153837, intron 1 of 11)	17475	NM_153837	GPR114	NM_153837			GPR114			
13976	chr19	14672229	14672361	+	0	NA	intron (NR_038104, intron 1 of 12)	-intron (NM_138501, intron 1 of 12)	10594	NM_004146	NDUFB7	NM_004146			NDUFB7			
3909	chr10	88445272	88445364	+	0	NA	intron (NM_007078, intron 4 of 12)	-intron (NM_001080114, intron 3 of 12)	16892	NM_001080115	LDB3	NM_001080115			LDB3			
26482	chr6	6921478	6921546	+	0	NA	Intergenic	Intergenic	-186318	NM_001168344	RREB1	NM_001003700			RREB1			
30766	chr9	139566450	139566572	+	0	NA	exon (NM_016215, exon 10 of 11)	-exon (NM_016215, exon 10 of 11)	1457	NR_029695	MIR126	NR_029695			MIR126			
31099	chr9	35619333	35619373	+	0	NA	promoter-TSS (NM_001782)	-promoter-TSS (NM_001782)	-929	NM_001782	CD72	NM_001782			CD72			
7483	chr13	39874820	39874927	+	0	NA	Intergenic	Intergenic	262418	NM_001012754	NHLRC3	NM_001017370			NHLRC3			
25992	chr6	27238763	27238829	+	0	NA	Intergenic	Intergenic	23294	NM_005865	PRSS16	NM_005865			PRSS16			
23914	chr5	145941103	145941277	+	0	NA	Intergenic	Intergenic	-45514	NM_194251	GPR151	NM_194251			GPR151			
8430	chr14	77120527	77120579	+	0	NA	Intergenic	Intergenic	-107682	NM_014909	VASH1	NM_014909			VASH1			
29082	chr8	144965479	144965522	+	0	NA	Intergenic	Intergenic	-18066	NM_031308	EPPK1	NM_031308			EPPK1			
31072	chr9	33401985	33402033	+	0	NA	intron (NM_001170, intron 1 of 7)	-intron (NM_001170, intron 1 of 7)	508	NM_001170	AQP7	NM_001170			AQP7			
2529	chr1	93289065	93289131	+	0	NA	Intergenic	Intergenic	-8496	NM_000969	RPL5	NM_000969			RPL5			
31988	chrX	32667528	32667596	+	0	NA	intron (NM_004010, intron 9 of 78)	-intron (NM_000109, intron 9 of 78)	-237191	NM_004012	DMD	NM_004018			DMD			
22717	chr4	23441369	23441452	+	0	NA	intron (NR_039674, intron 1 of 2)	-intron (NR_039674, intron 1 of 2)	23316	NR_039674	MIR548AJ2	NR_039674			MIR548AJ2			
14983	chr19	42828350	42828397	+	0	NA	intron (NM_173633, intron 14 of 14)	-intron (NM_173633, intron 14 of 14)	-1388	NM_001410	MEGF8	NM_001410			MEGF8			
19423	chr21	46925870	46925966	+	0	NA	intron (NM_130445, intron 38 of 42)	-intron (NM_030582, intron 37 of 41)	28624	NM_001205207	SLC19A1	NM_194255			SLC19A1			
4691	chr11	28326120	28326186	+	0	NA	intron (NM_001113528, intron 6 of 6)	-intron (NM_001113528, intron 6 of 6)	196355	NM_152636	METTL15	NM_001113528			METTL15			
14611	chr19	35660502	35660663	+	0	NA	exon (NM_001164605, exon 9 of 9)	-exon (NM_001164605, exon 9 of 9)	14737	NM_001164605	FXYD5	NM_001164605			FXYD5			
4892	chr11	46934421	46934498	+	0	NA	intron (NM_002334, intron 1 of 37)	-intron (NM_002334, intron 1 of 37)	5714	NM_002334	LRP4	NM_002334			LRP4			
21670	chr3	50307875	50307942	+	0	NA	exon (NM_001005914, exon 4 of 18)	-exon (NM_001005914, exon 4 of 18)	2868	NM_001005914	SEMA3B	NM_004636			SEMA3B			
6759	chr12	64080351	64080465	+	0	NA	Intergenic	Intergenic	-18054	NM_173812	DPY19L2	NM_173812			DPY19L2			
5627	chr12	101965367	101965433	+	0	NA	Intergenic	Intergenic	-23309	NM_002465	MYBPC1	NM_206821			MYBPC1			
31669	chrX	133119415	133119469	+	0	NA	exon (NM_001164617, exon 1 of 9)	-exon (NM_001164617, exon 1 of 9)	231	NM_001164617	GPC3	NM_001164619			GPC3			
15092	chr19	45798700	45798753	+	0	NA	intron (NM_031417, intron 14 of 17)	-intron (NM_001199867, intron 14 of 16)	27507	NM_001824	CKM	NM_001824			CKM			
14430	chr19	30188609	30188661	+	0	NA	Intergenic	Intergenic	17328	NR_045690	C19orf12	NR_045692			C19orf12			
15917	chr19	9370993	9371118	+	0	NA	Intergenic	Intergenic	9335	NM_001079935	OR7E24	NM_001079935			OR7E24			
13559	chr18	7187047	7187113	+	0	NA	Intergenic	Intergenic	-44057	NM_001105581	LRRC30	NM_001105581			LRRC30			
30617	chr9	138194969	138195020	+	0	NA	Intergenic	Intergenic	121539	NR_046107	LOC401557	NR_046107			LOC401557			
4358	chr11	133920087	133920145	+	0	NA	Intergenic	Intergenic	17949	NR_027276	LOC100128239	NR_027276			LOC100128239			
25161	chr6	10417088	10417182	+	0	NA	TTS (NR_033910)	-TTS (NR_033910)	-1665	NM_003220	TFAP2A	NM_001032280			TFAP2A			
11424	chr17	18859230	18859362	+	0	NA	intron (NM_152351, intron 1 of 14)	-intron (NM_001042450, intron 1 of 14)	3818	NM_152351	SLC5A10	NM_001042450			SLC5A10			
7089	chr13	111387432	111387498	+	0	NA	Intergenic	Intergenic	20106	NM_005537	ING1	NM_005537			ING1			
18851	chr20	62124948	62125101	+	0	NA	intron (NM_001958, intron 4 of 7)	-intron (NM_001958, intron 4 of 7)	5481	NM_001958	EEF1A2	NM_001958			EEF1A2			
7135	chr13	112721620	112721782	+	0	NA	promoter-TSS (NM_005986)	-promoter-TSS (NM_005986)	-212	NM_005986	SOX1	NM_005986			SOX1			
12101	chr17	51583122	51583259	+	0	NA	Intergenic	Intergenic	-317049	NM_032559	KIF2B	NM_032559			KIF2B			
6885	chr12	7930252	7930384	+	0	NA	Intergenic	Intergenic	-11677	NM_024865	NANOG	NM_024865			NANOG			
12464	chr17	7246727	7246794	+	0	NA	exon (NM_014716, exon 6 of 22)	-exon (NM_014716, exon 6 of 22)	6912	NM_014716	ACAP1	NM_014716			ACAP1			
6224	chr12	133052176	133052260	+	0	NA	Intergenic	Intergenic	-14939	NM_001142641	FBRSL1	NM_001142641			FBRSL1			
11564	chr17	27286644	27286685	+	0	NA	intron (NM_178860, intron 8 of 16)	-intron (NM_001098635, intron 8 of 16)	-8156	NM_020889	PHF12	NM_020889			PHF12			
4383	chr11	134827573	134827643	+	0	NA	Intergenic	Intergenic	521232	NR_033852	LOC283177	NR_033852			LOC283177			
6929	chr12	8594823	8594886	+	0	NA	Intergenic	Intergenic	-13737	NM_001007033	CLEC6A	NM_001007033			CLEC6A			
29843	chr8	95578378	95578513	+	0	NA	Intergenic	Intergenic	-12699	NM_015496	KIAA1429	NM_183009			KIAA1429			
7260	chr13	114321515	114321646	+	0	NA	promoter-TSS (NM_002929)	-promoter-TSS (NM_002929)	-17	NM_002929	GRK1	NM_002929			GRK1			
4647	chr11	2466993	2467131	+	0	NA	intron (NM_000218, intron 1 of 15)	-intron (NM_000218, intron 1 of 15)	841	NM_000218	KCNQ1	NM_000218			KCNQ1			
7932	chr14	104622797	104622905	+	0	NA	intron (NM_015656, intron 3 of 14)	-intron (NM_015656, intron 3 of 14)	17791	NM_015656	KIF26A	NM_015656			KIF26A			
31958	chrX	25629110	25629176	+	0	NA	Intergenic	Intergenic	-527317	NM_173699	MAGEB18	NM_173699			MAGEB18			
29890	chr8	9764111	9764151	+	0	NA	Intergenic	Intergenic	-3149	NR_029668	MIR124-1	NR_029668			MIR124-1			
17710	chr2	71163124	71163268	+	0	NA	exon (NM_001692, exon 1 of 14)	-exon (NM_001692, exon 1 of 14)	198	NM_001692	ATP6V1B1	NM_001692			ATP6V1B1			
28226	chr7	78962532	78962575	+	0	NA	intron (NM_012301, intron 1 of 21)	-intron (NM_012301, intron 1 of 21)	-119720	NR_038345	MAGI2-AS3	NR_038344			MAGI2-AS3			
31888	chrX	1693262	1693370	+	0	NA	Intergenic	Intergenic	-17170	NM_005088	AKAP17A	NM_005088			AKAP17A			
19335	chr21	45989183	45989247	+	0	NA	intron (NM_144991, intron 1 of 11)	-intron (NM_144991, intron 1 of 11)	-4391	NM_198687	KRTAP10-4	NM_198687			KRTAP10-4			
4084	chr11	114956665	114956773	+	0	NA	Intergenic	Intergenic	407519	NM_182495	FAM55B	NM_182495			FAM55B			
18870	chr20	62199540	62199652	+	0	NA	promoter-TSS (NM_033405)	-promoter-TSS (NM_033405)	-489	NM_033405	PRIC285	NM_033405			PRIC285			
462	chr1	155116221	155116290	+	0	NA	Intergenic	Intergenic	-3259	NM_153741	DPM3	NM_153741			DPM3			
1229	chr1	2169248	2169301	+	0	NA	intron (NM_003036, intron 1 of 6)	-intron (NM_003036, intron 1 of 6)	9140	NM_003036	SKI	NM_003036			SKI			
14655	chr19	36297848	36297911	+	0	NA	intron (NM_021232, intron 6 of 10)	-intron (NM_021232, intron 6 of 10)	6322	NM_021232	PRODH2	NM_021232			PRODH2			
23287	chr4	8181178	8181336	+	0	NA	Intergenic	Intergenic	-19803	NM_018986	SH3TC1	NM_018986			SH3TC1			
31218	chr9	76890959	76891086	+	0	NA	Intergenic	Intergenic	-221230	NM_006914	RORB	NM_006914			RORB			
20588	chr3	11600926	11600974	+	0	NA	intron (NM_014667, intron 4 of 5)	-intron (NM_001128219, intron 3 of 4)	9448	NM_001128221	VGLL4	NM_001128221			VGLL4			
10740	chr16	84328144	84328264	+	0	NA	promoter-TSS (NM_021197)	-promoter-TSS (NM_021197)	-197	NM_021197	WFDC1	NM_021197			WFDC1			
12389	chr17	71393523	71393609	+	0	NA	intron (NM_001144952, intron 24 of 44)	-intron (NM_001144952, intron 24 of 44)	-85423	NM_012121	CDC42EP4	NM_012121			CDC42EP4			
23870	chr5	141705445	141705606	+	0	NA	promoter-TSS (NM_001127496)	-promoter-TSS (NM_001127496)	-905	NM_030964	SPRY4	NM_001127496			SPRY4			
5211	chr11	66756324	66756363	+	0	NA	Intergenic	Intergenic	13589	NM_001136485	C11orf86	NM_001136485			C11orf86			
8955	chr15	53798695	53798761	+	0	NA	Intergenic	Intergenic	253131	NM_182758	WDR72	NM_182758			WDR72			
25056	chr5	86297459	86297561	+	0	NA	Intergenic	Intergenic	113261	NR_036243	MIR4280	NR_036243			MIR4280			
5117	chr11	64570250	64570345	+	0	NA	TTS (NM_000244)	-TTS (NM_000244)	416	NM_004579	MAP4K2	NM_004579			MAP4K2			
31535	chrX	103556469	103556554	+	0	NA	Intergenic	Intergenic	-56912	NM_153448	ESX1	NM_153448			ESX1			
369	chr1	149284080	149284145	+	0	NA	exon (NR_027002, exon 1 of 1)	-exon (NR_027002, exon 1 of 1)	4636	NR_027002	LOC388692	NR_027002			LOC388692			
14392	chr19	2642934	2642994	+	0	NA	intron (NM_052847, intron 2 of 4)	-intron (NM_052847, intron 2 of 4)	59782	NM_052847	GNG7	NM_052847			GNG7			
28885	chr8	143441866	143441967	+	0	NA	intron (NM_145003, intron 1 of 13)	-intron (NM_145003, intron 1 of 13)	42627	NM_145003	TSNARE1	NM_145003			TSNARE1			
22836	chr4	3541184	3541241	+	0	NA	Intergenic	Intergenic	-6988	NM_002337	LRPAP1	NM_002337			LRPAP1			
23408	chr4	968268	968340	+	0	NA	promoter-TSS (NM_001347)	-promoter-TSS (NM_001347)	-956	NM_001347	DGKQ	NM_001347			DGKQ			
17083	chr2	239066982	239067113	+	0	NA	Intergenic	Intergenic	19684	NM_198582	KLHL30	NM_198582			KLHL30			
3729	chr10	73295027	73295066	+	0	NA	intron (NM_052836, intron 6 of 12)	-intron (NM_001171930, intron 6 of 30)	138355	NM_001171931	CDH23	NM_001171934			CDH23			
27827	chr7	44281966	44282107	+	0	NA	intron (NM_172084, intron 9 of 15)	-intron (NM_001220, intron 9 of 23)	41458	NM_006555	YKT6	NM_006555			YKT6			
13	chr1	101435064	101435115	+	0	NA	intron (NM_133496, intron 10 of 10)	-intron (NM_001144884, intron 10 of 11)	56273	NM_001077394	DPH5	NM_001077394			DPH5			
30216	chr9	130587897	130587974	+	0	NA	intron (NM_001114753, intron 5 of 14)	-intron (NM_000118, intron 5 of 13)	22427	NM_001018078	FPGS	NM_004957			FPGS			
17601	chr2	5728348	5728395	+	0	NA	Intergenic	Intergenic	-104428	NM_003108	SOX11	NM_003108			SOX11			
28799	chr8	142360664	142360787	+	0	NA	Intergenic	Intergenic	10077	NR_024441	LOC731779	NR_024441			LOC731779			
10834	chr16	85636443	85636512	+	0	NA	Intergenic	Intergenic	-8552	NM_001134473	KIAA0182	NM_014615			KIAA0182			
29523	chr8	51950247	51950378	+	0	NA	Intergenic	Intergenic	771693	NM_144651	PXDNL	NM_144651			PXDNL			
14870	chr19	402277	402382	+	0	NA	Intergenic	Intergenic	6841	NM_001136263	C2CD4C	NM_001136263			C2CD4C			
30368	chr9	134258417	134258558	+	0	NA	Intergenic	Intergenic	-46990	NM_013318	PRRC2B	NM_013318			PRRC2B			
9741	chr16	1570098	1570215	+	0	NA	exon (NM_014714, exon 28 of 31)	-exon (NM_014714, exon 28 of 31)	-8586	NM_001256541	TMEM204	NM_001256541			TMEM204			
22849	chr4	3672515	3672641	+	0	NA	Intergenic	Intergenic	7004	NR_034136	LOC100133461	NR_034136			LOC100133461			
8981	chr15	58480932	58481046	+	0	NA	Intergenic	Intergenic	50581	NM_020980	AQP9	NM_020980			AQP9			
12201	chr17	5985695	5985833	+	0	NA	intron (NM_015253, intron 2 of 8)	-intron (NM_015253, intron 2 of 8)	11830	NM_015253	WSCD1	NM_015253			WSCD1			
21845	chr3	69709877	69709957	+	0	NA	Intergenic	Intergenic	-78669	NM_198159	MITF	NM_198159			MITF			
20228	chr22	45189255	45189329	+	0	NA	intron (NM_181335, intron 2 of 11)	-intron (NM_001017526, intron 2 of 12)	40854	NM_181335	ARHGAP8	NM_001017526			ARHGAP8			
25375	chr6	137809577	137809648	+	0	NA	Intergenic	Intergenic	5919	NM_175747	OLIG3	NM_175747			OLIG3			
7553	chr13	50572324	50572438	+	0	NA	intron (NM_213590, intron 1 of 1)	-intron (NM_001007278, intron 2 of 3)	1238	NM_052811	TRIM13	NM_052811			TRIM13			
7456	chr13	35874318	35874384	+	0	NA	intron (NM_015678, intron 35 of 57)	-intron (NM_015678, intron 35 of 57)	176481	NM_005584	MAB21L1	NM_005584			MAB21L1			
29502	chr8	48649816	48649862	+	0	NA	exon (NM_005195, exon 1 of 1)	-exon (NM_005195, exon 1 of 1)	887	NM_005195	CEBPD	NM_005195			CEBPD			
13485	chr18	597448	597537	+	0	NA	intron (NM_014410, intron 1 of 8)	-intron (NM_014410, intron 1 of 8)	494	NM_014410	CLUL1	NM_014410			CLUL1			
27746	chr7	40296476	40296550	+	0	NA	intron (NM_001193312, intron 7 of 12)	-intron (NM_001193311, intron 7 of 14)	121938	NM_001193313	C7orf10	NM_001193313			C7orf10			
13513	chr18	6414911	6415020	+	0	NA	promoter-TSS (NM_173464)	-promoter-TSS (NM_173464)	-55	NM_173464	L3MBTL4	NM_173464			L3MBTL4			
30719	chr9	139250903	139250964	+	0	NA	exon (NM_001145638, exon 13 of 14)	-exon (NM_001145638, exon 13 of 14)	1681	NM_001200003	GPSM1	NM_001200003			GPSM1			
