,PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
26641,24483,chr7,21650932,21651005,+,0,,"intron (NM_003777, intron 20 of 82)","-intron (NM_003777, intron 20 of 82)",68135,NM_003777,DNAH11,NM_003777,,,DNAH11,,,
26642,19921,chr4,19223430,19223493,+,0,,Intergenic,Intergenic,-1031774,NM_004787,SLIT2,NM_004787,,,SLIT2,,,
26643,15059,chr2,237863734,237863842,+,0,,Intergenic,Intergenic,-130296,NM_198189,COPS8,NM_198189,,,COPS8,,,
26644,11590,chr17,80662307,80662475,+,0,,Intergenic,Intergenic,-5793,NM_006822,RAB40B,NM_006822,,,RAB40B,,,
26645,16887,chr21,43897272,43897311,+,0,,"intron (NM_080860, intron 7 of 8)","-intron (NM_080860, intron 7 of 8)",19110,NM_080860,RSPH1,NM_080860,,,RSPH1,,,
26646,7228,chr14,104671931,104672019,+,0,,Intergenic,Intergenic,66915,NM_015656,KIF26A,NM_015656,,,KIF26A,,,
26647,22778,chr6,168444869,168444907,+,0,,"intron (NM_030615, intron 8 of 8)","-intron (NM_005355, intron 7 of 7)",26335,NM_005355,KIF25,NM_030615,,,KIF25,,,
26648,23140,chr6,33619301,33619393,+,0,,"intron (NM_002224, intron 2 of 57)","-intron (NM_002224, intron 2 of 57)",30191,NM_002224,ITPR3,NM_002224,,,ITPR3,,,
26649,21741,chr5,1856784,1856835,+,0,,Intergenic,Intergenic,26071,NM_016358,IRX4,NM_016358,,,IRX4,,,
26650,26900,chr9,135398152,135398264,+,0,,"intron (NM_207417, intron 4 of 6)","-intron (NM_207417, intron 4 of 6)",-59785,NM_020064,BARHL1,NM_020064,,,BARHL1,,,
26651,18733,chr3,197364312,197364405,+,0,,Intergenic,Intergenic,-9606,NR_003266,LOC220729,NR_003266,,,LOC220729,,,
26652,5644,chr12,132970852,132970900,+,0,,Intergenic,Intergenic,-64971,NM_001122636,GALNT9,NM_021808,,,GALNT9,,,
26653,8550,chr15,82336616,82336735,+,0,,"exon (NM_032246, exon 2 of 2)","-exon (NM_032246, exon 2 of 2)",1686,NM_032246,MEX3B,NM_032246,,,MEX3B,,,
26654,6567,chr13,112985500,112985553,+,0,,Intergenic,Intergenic,-45125,NM_145248,SPACA7,NM_145248,,,SPACA7,,,
26655,2834,chr10,23462343,23462416,+,0,,Intergenic,Intergenic,-19081,NM_178161,PTF1A,NM_178161,,,PTF1A,,,
26656,18087,chr3,118791358,118791507,+,0,,"intron (NM_152538, intron 3 of 8)","-intron (NM_152538, intron 3 of 8)",-37756,NM_001015887,IGSF11,NM_001015887,,,IGSF11,,,
26657,22280,chr5,80050786,80050836,+,0,,"intron (NM_002439, intron 12 of 23)","-intron (NM_002439, intron 12 of 23)",-100011,NM_000791,DHFR,NM_000791,,,DHFR,,,
26658,3238,chr10,7303496,7303556,+,0,,"intron (NM_001029880, intron 7 of 20)","-intron (NM_001018039, intron 7 of 20)",147777,NM_001018039,SFMBT2,NM_001029880,,,SFMBT2,,,
26659,1840,chr1,5806930,5806979,+,0,,Intergenic,Intergenic,115847,NR_039838,MIR4689,NR_039838,,,MIR4689,,,
26660,25110,chr7,99689159,99689219,+,0,,"intron (NM_006833, intron 9 of 9)","-intron (NM_006833, intron 9 of 9)",2077,NR_029498,MIR25,NR_029498,,,MIR25,,,
26661,6337,chr12,87529036,87529169,+,0,,Intergenic,Intergenic,-296421,NM_013244,MGAT4C,NM_013244,,,MGAT4C,,,
26662,10135,chr16,89387370,89387417,+,0,,promoter-TSS (NM_001242885),-promoter-TSS (NM_001242885),-148,NM_001242885,LOC100287036,NM_001242885,,,LOC100287036,,,
26663,7206,chr14,104617884,104618027,+,0,,"intron (NM_015656, intron 2 of 14)","-intron (NM_015656, intron 2 of 14)",12895,NM_015656,KIF26A,NM_015656,,,KIF26A,,,
26664,4103,chr11,24518590,24518711,+,0,,"exon (NM_001009909, exon 1 of 12)","-exon (NM_001009909, exon 1 of 12)",134,NM_001009909,LUZP2,NM_001009909,,,LUZP2,,,
26665,15795,chr20,18175324,18175370,+,0,,Intergenic,Intergenic,49604,NR_028402,CSRP2BP,NR_028402,,,CSRP2BP,,,
26666,17566,chr22,43410549,43410719,+,0,,"intron (NM_001184970, intron 1 of 10)","-intron (NM_001184970, intron 1 of 10)",550,NM_001184970,PACSIN2,NM_007229,,,PACSIN2,,,
26667,25566,chr8,142987760,142987875,+,0,,Intergenic,Intergenic,-269883,NR_039682,MIR4472-1,NR_039682,,,MIR4472-1,,,
26668,26250,chr8,60245909,60245974,+,0,,Intergenic,Intergenic,-214174,NM_014729,TOX,NM_014729,,,TOX,,,
26669,441,chr1,158150625,158150737,+,0,,"exon (NM_001766, exon 2 of 7)","-exon (NM_001766, exon 2 of 7)",944,NM_001766,CD1D,NM_001766,,,CD1D,,,
26670,11250,chr17,75277483,75277534,+,0,,promoter-TSS (NM_001113491),-promoter-TSS (NM_001113491),16,NM_001113491,SEPT9,NM_006640,,,SEPT9,,,
26671,26656,chr9,115438511,115438577,+,0,,Intergenic,Intergenic,41843,NM_021218,C9orf80,NM_021218,,,C9orf80,,,
26672,6368,chr12,94541879,94541942,+,0,,promoter-TSS (NM_005761),-promoter-TSS (NM_005761),-589,NM_005761,PLXNC1,NR_037687,,,PLXNC1,,,
26673,14569,chr2,156417668,156417735,+,0,,Intergenic,Intergenic,771586,NM_006186,NR4A2,NM_006186,,,NR4A2,,,
26674,11145,chr17,72355996,72356057,+,0,,"intron (NM_001080466, intron 2 of 2)","-intron (NM_001080466, intron 2 of 2)",1932,NM_001080466,BTBD17,NM_001080466,,,BTBD17,,,
26675,2061,chr10,101089252,101089385,+,0,,"exon (NM_020348, exon 1 of 11)","-exon (NM_020348, exon 1 of 11)",462,NM_020348,CNNM1,NM_020348,,,CNNM1,,,
26676,1302,chr1,27669603,27669750,+,0,,"intron (NM_032872, intron 1 of 14)","-intron (NM_001193308, intron 1 of 14)",1193,NM_001193308,SYTL1,NM_032872,,,SYTL1,,,
26677,20578,chr4,8781105,8781159,+,0,,Intergenic,Intergenic,92411,NM_018942,HMX1,NM_018942,,,HMX1,,,
26678,5134,chr12,113917636,113917736,+,0,,Intergenic,Intergenic,-7809,NM_022363,LHX5,NM_022363,,,LHX5,,,
26679,21094,chr5,140768795,140768880,+,0,,"exon (NM_003736, exon 1 of 4)","-exon (NM_003736, exon 1 of 4)",1385,NM_003736,PCDHGB4,NM_003736,,,PCDHGB4,,,
26680,11525,chr17,79708802,79708908,+,0,,Intergenic,Intergenic,29484,NM_012140,SLC25A10,NM_012140,,,SLC25A10,,,
26681,302,chr1,14925643,14925731,+,0,,"exon (NM_015209, exon 1 of 8)","-exon (NM_015209, exon 1 of 8)",474,NM_015209,KAZN,NM_001018000,,,KAZN,,,
26682,26702,chr9,124446950,124446995,+,0,,"intron (NM_032552, intron 2 of 16)","-intron (NM_032552, intron 2 of 16)",-58092,NM_138709,DAB2IP,NM_032552,,,DAB2IP,,,
26683,21825,chr5,22419201,22419311,+,0,,"intron (NM_004061, intron 2 of 14)","-intron (NM_004061, intron 2 of 14)",276795,NR_003921,PMCHL1,NR_003921,,,PMCHL1,,,
26684,6261,chr12,74661163,74661239,+,0,,"intron (NR_038300, intron 3 of 6)","-intron (NR_038300, intron 3 of 6)",25210,NR_038300,LOC100507377,NR_038300,,,LOC100507377,,,
26685,28509,chrX,54556959,54557001,+,0,,"intron (NM_001184819, intron 1 of 15)","-intron (NM_001184819, intron 1 of 15)",336,NM_001184819,GNL3L,NM_019067,,,GNL3L,,,
26686,17040,chr21,46859606,46859779,+,0,,"intron (NM_130445, intron 2 of 42)","-intron (NM_130445, intron 2 of 42)",-14707,NR_027498,COL18A1-AS1,NR_027498,,,COL18A1-AS1,,,
26687,11909,chr18,7271667,7271735,+,0,,Intergenic,Intergenic,40564,NM_001105581,LRRC30,NM_001105581,,,LRRC30,,,
26688,2028,chr1,956343,956392,+,0,,"intron (NM_198576, intron 1 of 35)","-intron (NM_198576, intron 1 of 35)",864,NM_198576,AGRN,NM_198576,,,AGRN,,,
26689,11095,chr17,71547362,71547537,+,0,,"intron (NM_001144952, intron 1 of 44)","-intron (NM_001144952, intron 1 of 44)",92778,NM_001144952,SDK2,NM_001144952,,,SDK2,,,
26690,14414,chr2,130763517,130763579,+,0,,Intergenic,Intergenic,-25503,NR_036537,LOC100131320,NR_036537,,,LOC100131320,,,
26691,2124,chr10,103603642,103603683,+,0,,promoter-TSS (NM_014591),-promoter-TSS (NM_014591),15,NM_173193,KCNIP2,NM_173191,,,KCNIP2,,,
26692,4699,chr11,69634547,69634591,+,0,,promoter-TSS (NM_005247),-promoter-TSS (NM_005247),-377,NM_005247,FGF3,NM_005247,,,FGF3,,,
26693,4867,chr11,80918697,80918735,+,0,,Intergenic,Intergenic,683162,NR_036186,MIR4300,NR_036186,,,MIR4300,,,
26694,2967,chr10,42970731,42970784,+,0,,promoter-TSS (NR_026827),-promoter-TSS (NR_026827),-182,NR_026827,LOC84856,NR_026827,,,LOC84856,,,
26695,9441,chr16,50502463,50502618,+,0,,Intergenic,Intergenic,-79701,NM_033119,NKD1,NM_033119,,,NKD1,,,
26696,3921,chr11,17498531,17498589,+,0,,promoter-TSS (NM_000352),-promoter-TSS (NM_000352),-111,NM_000352,ABCC8,NM_000352,,,ABCC8,,,
26697,4004,chr11,2037077,2037196,+,0,,Intergenic,Intergenic,-18071,NR_002196,H19,NR_002196,,,H19,,,
26698,20384,chr4,6310993,6311033,+,0,,Intergenic,Intergenic,39436,NM_001145853,WFS1,NM_001145853,,,WFS1,,,
26699,15106,chr2,240420348,240420423,+,0,,Intergenic,Intergenic,-97742,NM_006037,HDAC4,NM_006037,,,HDAC4,,,
26700,13923,chr19,6481782,6481831,+,0,,promoter-TSS (NM_024898),-promoter-TSS (NM_024898),-8,NM_024898,DENND1C,NM_024898,,,DENND1C,,,
26701,17928,chr22,50242754,50242813,+,0,,Intergenic,Intergenic,-4714,NM_014838,ZBED4,NM_014838,,,ZBED4,,,
26702,2051,chr10,100011341,100011386,+,0,,"exon (NM_032211, exon 13 of 15)","-exon (NM_032211, exon 13 of 15)",16644,NM_032211,LOXL4,NM_032211,,,LOXL4,,,
26703,27127,chr9,138266954,138267082,+,0,,Intergenic,Intergenic,97077,NR_038969,LOC100506599,NR_038969,,,LOC100506599,,,
26704,95,chr1,1106773,1106904,+,0,,Intergenic,Intergenic,-2448,NM_001130045,TTLL10,NM_153254,,,TTLL10,,,
26705,16434,chr20,61505958,61506091,+,0,,Intergenic,Intergenic,-12909,NM_006602,TCFL5,NM_006602,,,TCFL5,,,
26706,11569,chr17,80183014,80183111,+,0,,Intergenic,Intergenic,-3220,NM_001042422,SLC16A3,NM_001042422,,,SLC16A3,,,
26707,23784,chr7,128578624,128578708,+,0,,"intron (NM_032643, intron 1 of 8)","-intron (NM_001098629, intron 1 of 8)",395,NM_032643,IRF5,NM_032643,,,IRF5,,,
26708,23757,chr7,1275684,1275747,+,0,,"exon (NM_001080461, exon 3 of 3)","-exon (NM_001080461, exon 3 of 3)",3061,NM_001080461,UNCX,NM_001080461,,,UNCX,,,
26709,9149,chr16,28222644,28222695,+,0,,"intron (NM_015171, intron 1 of 23)","-intron (NM_015171, intron 1 of 23)",521,NM_015171,XPO6,NM_015171,,,XPO6,,,
26710,4414,chr11,59968481,59968528,+,0,,Intergenic,Intergenic,-16365,NM_152852,MS4A6A,NM_152852,,,MS4A6A,,,
26711,17667,chr22,46339334,46339473,+,0,,"intron (NM_058238, intron 2 of 3)","-intron (NM_058238, intron 2 of 3)",33605,NM_058238,WNT7B,NM_058238,,,WNT7B,,,
26712,7540,chr14,32465318,32465413,+,0,,Intergenic,Intergenic,80540,NR_027263,ARHGAP5-AS1,NR_027263,,,ARHGAP5-AS1,,,
26713,25722,chr8,144392537,144392670,+,0,,"intron (NM_052963, intron 12 of 13)","-intron (NM_052963, intron 12 of 13)",19044,NM_030895,ZNF696,NM_030895,,,ZNF696,,,
26714,4241,chr11,3609978,3610054,+,0,,Intergenic,Intergenic,-37698,NR_002720,TRPC2,NR_002720,,,TRPC2,,,
26715,20665,chr4,9382686,9382748,+,0,,Intergenic,Intergenic,13117,NR_027279,USP17L6P,NR_027279,,,USP17L6P,,,
26716,22910,chr6,17281561,17281631,+,0,,promoter-TSS (NM_001143941),-promoter-TSS (NM_001143941),-213,NM_001143942,RBM24,NM_001143941,,,RBM24,,,
26717,8231,chr15,45406847,45406930,+,0,,promoter-TSS (NM_014080),-promoter-TSS (NM_014080),365,NM_207581,DUOXA2,NM_207581,,,DUOXA2,,,
26718,26911,chr9,135465946,135465988,+,0,,TTS (NM_020064),-TTS (NM_020064),7974,NM_020064,BARHL1,NM_020064,,,BARHL1,,,
26719,7547,chr14,36483705,36483770,+,0,,Intergenic,Intergenic,188140,NM_032352,BRMS1L,NM_032352,,,BRMS1L,,,
26720,11707,chr18,1880653,1880704,+,0,,Intergenic,Intergenic,-521048,NR_023925,LINC00470,NR_023926,,,LINC00470,,,
26721,23007,chr6,27520320,27520386,+,0,,Intergenic,Intergenic,-79456,NM_007149,ZNF184,NM_007149,,,ZNF184,,,
26722,8042,chr15,23661900,23661983,+,0,,Intergenic,Intergenic,62046,NR_038843,LOC653061,NR_038843,,,LOC653061,,,
26723,7517,chr14,29228451,29228584,+,0,,Intergenic,Intergenic,-7761,NM_005249,FOXG1,NM_005249,,,FOXG1,,,
26724,2626,chr10,134689929,134689998,+,0,,"intron (NM_001200049, intron 31 of 57)","-intron (NM_001200049, intron 31 of 57)",66126,NM_001200049,TTC40,NM_001200049,,,TTC40,,,
26725,12489,chr19,18906469,18906512,+,0,,Intergenic,Intergenic,-4376,NM_000095,COMP,NM_000095,,,COMP,,,
26726,25804,chr8,145644026,145644122,+,0,,Intergenic,Intergenic,-1801,NM_130849,SLC39A4,NM_130849,,,SLC39A4,,,
26727,1657,chr1,41290273,41290372,+,0,,"intron (NM_004700, intron 9 of 13)","-intron (NM_004700, intron 9 of 13)",37696,NM_133467,CITED4,NM_133467,,,CITED4,,,
26728,7452,chr14,21507260,21507306,+,0,,Intergenic,Intergenic,-3102,NM_032572,RNASE7,NM_032572,,,RNASE7,,,
26729,12321,chr19,1667589,1667746,+,0,,Intergenic,Intergenic,-15339,NM_003200,TCF3,NM_001136139,,,TCF3,,,
26730,22265,chr5,77147642,77147713,+,0,,Intergenic,Intergenic,-75492,NM_004607,TBCA,NM_004607,,,TBCA,,,
26731,1763,chr1,48430435,48430510,+,0,,"intron (NM_001194986, intron 2 of 6)","-intron (NM_001194986, intron 2 of 6)",32090,NM_001194986,LOC388630,NM_001194986,,,LOC388630,,,
26732,26263,chr8,61823008,61823055,+,0,,Intergenic,Intergenic,57276,NR_034003,LOC100130298,NR_034003,,,LOC100130298,,,
26733,10639,chr17,38228609,38228679,+,0,,"intron (NM_199334, intron 1 of 8)","-intron (NM_001190918, intron 1 of 9)",9576,NM_199334,THRA,NM_199334,,,THRA,,,
26734,15939,chr20,31214945,31215065,+,0,,Intergenic,Intergenic,24778,NM_182584,C20orf203,NM_182584,,,C20orf203,,,
26735,13779,chr19,55856214,55856359,+,0,,"intron (NM_032701, intron 6 of 8)","-intron (NM_032701, intron 6 of 8)",5065,NM_032701,SUV420H2,NM_032701,,,SUV420H2,,,
26736,25844,chr8,15945331,15945463,+,0,,Intergenic,Intergenic,104903,NM_138715,MSR1,NM_138716,,,MSR1,,,
26737,24249,chr7,157408602,157408754,+,0,,"intron (NM_130843, intron 14 of 21)","-intron (NM_002847, intron 15 of 22)",-41564,NR_029689,MIR153-2,NR_029689,,,MIR153-2,,,
26738,25955,chr8,24771169,24771224,+,0,,promoter-TSS (NM_005382),-promoter-TSS (NM_005382),-78,NM_005382,NEFM,NM_005382,,,NEFM,,,
26739,23388,chr6,53006342,53006408,+,0,,"intron (NM_003643, intron 2 of 5)","-intron (NM_003643, intron 2 of 5)",7249,NM_003643,GCM1,NM_003643,,,GCM1,,,
26740,1959,chr1,7935430,7935509,+,0,,Intergenic,Intergenic,-21918,NM_021995,UTS2,NM_021995,,,UTS2,,,
26741,15088,chr2,239228477,239228572,+,0,,promoter-TSS (NM_001139490),-promoter-TSS (NM_001139490),-661,NM_015650,TRAF3IP1,NM_001139490,,,TRAF3IP1,,,
26742,5831,chr12,32831976,32832036,+,0,,promoter-TSS (NM_005690),-promoter-TSS (NM_005690),-131,NM_012063,DNM1L,NM_012063,,,DNM1L,,,
26743,963,chr1,215867723,215867838,+,0,,"intron (NM_206933, intron 61 of 71)","-intron (NM_206933, intron 61 of 71)",127045,NM_016121,KCTD3,NM_016121,,,KCTD3,,,
26744,14152,chr2,10549566,10549706,+,0,,"intron (NM_134421, intron 3 of 5)","-intron (NM_002149, intron 2 of 4)",37339,NR_028374,SNORA80B,NR_028374,,,SNORA80B,,,
26745,10203,chr16,983746,983825,+,0,,"intron (NR_033645, intron 3 of 11)","-intron (NM_022773, intron 2 of 10)",37199,NR_033646,LMF1,NM_022773,,,LMF1,,,
26746,18925,chr3,46923825,46923864,+,0,,"intron (NM_001184744, intron 1 of 14)","-intron (NM_000316, intron 2 of 15)",105,NM_001184744,PTH1R,NM_001184744,,,PTH1R,,,
26747,23844,chr7,134391469,134391574,+,0,,Intergenic,Intergenic,59990,NM_199186,BPGM,NM_001724,,,BPGM,,,
26748,7868,chr14,93805807,93805939,+,0,,"intron (NM_020818, intron 1 of 49)","-intron (NM_020818, intron 1 of 49)",6308,NM_020818,UNC79,NM_020818,,,UNC79,,,
26749,22974,chr6,25837394,25837461,+,0,,Intergenic,Intergenic,-5140,NM_005074,SLC17A1,NM_005074,,,SLC17A1,,,
26750,18697,chr3,195313484,195313581,+,0,,Intergenic,Intergenic,-2456,NM_001647,APOD,NM_001647,,,APOD,,,
26751,26506,chr8,94002782,94002944,+,0,,Intergenic,Intergenic,-24491,NM_001171795,C8orf83,NM_001171798,,,C8orf83,,,
26752,9031,chr16,2004824,2004920,+,0,,promoter-TSS (NM_005061),-promoter-TSS (NM_005061),-193,NM_005061,RPL3L,NM_005061,,,RPL3L,,,
26753,7971,chr14,99982192,99982235,+,0,,"intron (NM_001144995, intron 5 of 5)","-intron (NM_001144995, intron 5 of 5)",34474,NM_001099402,CCNK,NM_001099402,,,CCNK,,,
26754,12911,chr19,3574452,3574510,+,0,,"exon (NM_006339, exon 4 of 10)","-exon (NM_006339, exon 4 of 10)",1538,NM_006339,HMG20B,NM_006339,,,HMG20B,,,
26755,24273,chr7,157499608,157499672,+,0,,"intron (NM_130843, intron 11 of 21)","-intron (NM_002847, intron 12 of 22)",-132526,NR_029689,MIR153-2,NR_029689,,,MIR153-2,,,
26756,6795,chr13,31914045,31914126,+,0,,Intergenic,Intergenic,139973,NM_194318,B3GALTL,NM_194318,,,B3GALTL,,,
26757,12584,chr19,22286321,22286387,+,0,,Intergenic,Intergenic,51088,NM_033468,ZNF257,NM_033468,,,ZNF257,,,
26758,5091,chr12,111766112,111766214,+,0,,"intron (NM_015267, intron 18 of 21)","-intron (NM_015267, intron 18 of 21)",40762,NM_001177997,FAM109A,NM_144671,,,FAM109A,,,
26759,18077,chr3,116849741,116849810,+,0,,Intergenic,Intergenic,421140,NR_015391,LSAMP-AS3,NR_015391,,,LSAMP-AS3,,,
26760,8908,chr16,1254588,1254759,+,0,,"intron (NM_021098, intron 10 of 34)","-intron (NM_001005407, intron 10 of 33)",20581,NM_012467,TPSG1,NM_012467,,,TPSG1,,,
26761,6191,chr12,64926984,64927036,+,0,,Intergenic,Intergenic,-77283,NR_040718,RASSF3,NR_040718,,,RASSF3,,,
26762,5076,chr12,111506263,111506342,+,0,,"intron (NM_015267, intron 1 of 21)","-intron (NM_015267, intron 1 of 21)",34474,NM_015267,CUX2,NM_015267,,,CUX2,,,
26763,27441,chr9,140938141,140938302,+,0,,"intron (NM_001243812, intron 20 of 45)","-intron (NM_000718, intron 20 of 45)",-106344,NR_027156,TUBBP5,NR_027156,,,TUBBP5,,,
26764,10658,chr17,38874651,38874717,+,0,,Intergenic,Intergenic,-14682,NM_019016,KRT24,NM_019016,,,KRT24,,,
26765,20020,chr4,31186858,31187003,+,0,,Intergenic,Intergenic,464893,NM_001173523,PCDH7,NM_002589,,,PCDH7,,,
26766,20424,chr4,68246877,68246994,+,0,,Intergenic,Intergenic,164321,NM_001812,CENPC1,NM_001812,,,CENPC1,,,
26767,13328,chr19,46492198,46492251,+,0,,Intergenic,Intergenic,-6115,NM_001080402,CCDC61,NM_001080402,,,CCDC61,,,
26768,20550,chr4,8608297,8608350,+,0,,"intron (NM_003652, intron 4 of 9)","-intron (NM_001014447, intron 5 of 10)",13936,NM_003652,CPZ,NM_001014447,,,CPZ,,,
26769,9495,chr16,55125707,55125833,+,0,,Intergenic,Intergenic,160659,NM_005853,IRX5,NM_001252197,,,IRX5,,,
26770,24815,chr7,56727504,56727576,+,0,,Intergenic,Intergenic,163624,NR_026929,DKFZp434L192,NR_026929,,,DKFZp434L192,,,
26771,22857,chr6,169007778,169007877,+,0,,"intron (NM_022138, intron 8 of 12)","-intron (NM_001166412, intron 8 of 12)",165996,NM_022138,SMOC2,NM_001166412,,,SMOC2,,,
26772,16045,chr20,40739003,40739107,+,0,,"exon (NM_007050, exon 23 of 31)","-exon (NM_007050, exon 23 of 31)",-491922,NM_032221,CHD6,NM_032221,,,CHD6,,,
26773,10957,chr17,61524470,61524554,+,0,,promoter-TSS (NM_001017916),-promoter-TSS (NM_001017916),-790,NM_001915,CYB561,NM_001017916,,,CYB561,,,
26774,2363,chr10,126875453,126875535,+,0,,Intergenic,Intergenic,-25870,NM_001083914,CTBP2,NM_022802,,,CTBP2,,,
26775,6716,chr13,26041900,26041983,+,0,,"intron (NM_016529, intron 1 of 36)","-intron (NM_016529, intron 1 of 36)",95732,NM_016529,ATP8A2,NM_016529,,,ATP8A2,,,
26776,16366,chr20,60540992,60541111,+,0,,Intergenic,Intergenic,-12333,NR_031658,MIR1257,NR_031658,,,MIR1257,,,
26777,20517,chr4,8069435,8069609,+,0,,"intron (NM_032432, intron 6 of 15)","-intron (NM_001130083, intron 6 of 20)",91037,NM_001130086,ABLIM2,NM_001130085,,,ABLIM2,,,
26778,1576,chr1,36581144,36581214,+,0,,Intergenic,Intergenic,-15329,NM_005202,COL8A2,NM_005202,,,COL8A2,,,
26779,22739,chr6,166955014,166955162,+,0,,"intron (NM_001006932, intron 2 of 21)","-intron (NM_001006932, intron 2 of 21)",-32167,NR_031734,MIR1913,NR_031734,,,MIR1913,,,
26780,7901,chr14,95534598,95534728,+,0,,Intergenic,Intergenic,65177,NM_001195573,DICER1,NM_177438,,,DICER1,,,
26781,10920,chr17,56768885,56768951,+,0,,"intron (NM_198393, intron 1 of 32)","-intron (NM_001201457, intron 1 of 32)",498,NM_198393,TEX14,NM_001201457,,,TEX14,,,
26782,1129,chr1,23857050,23857194,+,0,,"exon (NM_004091, exon 1 of 7)","-exon (NM_004091, exon 1 of 7)",590,NM_004091,E2F2,NM_004091,,,E2F2,,,
26783,4082,chr11,23238802,23238907,+,0,,Intergenic,Intergenic,-356882,NM_001195637,LOC100500938,NM_001195637,,,LOC100500938,,,
26784,18498,chr3,163217904,163218018,+,0,,Intergenic,Intergenic,-196872,NR_033945,LOC647107,NR_033945,,,LOC647107,,,
26785,22884,chr6,170445601,170445765,+,0,,Intergenic,Intergenic,125974,NR_002787,LOC154449,NR_002787,,,LOC154449,,,
26786,24762,chr7,5306444,5306531,+,0,,Intergenic,Intergenic,-16074,NM_153247,SLC29A4,NM_001040661,,,SLC29A4,,,
26787,15625,chr2,80549679,80549730,+,0,,"intron (NM_004389, intron 7 of 17)","-intron (NM_001164883, intron 7 of 16)",-18217,NM_178839,LRRTM1,NM_178839,,,LRRTM1,,,
26788,25863,chr8,19171988,19172054,+,0,,"intron (NM_001174159, intron 1 of 9)","-intron (NM_001174159, intron 1 of 9)",534,NM_001174159,SH2D4A,NM_022071,,,SH2D4A,,,
26789,26917,chr9,135619399,135619460,+,0,,"intron (NM_152572, intron 11 of 12)","-intron (NM_152572, intron 11 of 12)",-73641,NM_022779,DDX31,NM_022779,,,DDX31,,,
26790,1926,chr1,73115272,73115348,+,0,,Intergenic,Intergenic,-367033,NM_173808,NEGR1,NM_173808,,,NEGR1,,,
26791,14312,chr2,124164683,124164786,+,0,,Intergenic,Intergenic,-618130,NM_130773,CNTNAP5,NM_130773,,,CNTNAP5,,,
26792,25147,chr8,10588175,10588228,+,0,,promoter-TSS (NM_031439),-promoter-TSS (NM_031439),-179,NM_031439,SOX7,NM_031439,,,SOX7,,,
26793,13100,chr19,402145,402264,+,0,,Intergenic,Intergenic,6966,NM_001136263,C2CD4C,NM_001136263,,,C2CD4C,,,
26794,12525,chr19,19651547,19651668,+,0,,"intron (NM_153221, intron 3 of 7)","-intron (NM_153221, intron 3 of 7)",2533,NM_153221,CILP2,NM_153221,,,CILP2,,,
26795,17447,chr22,37956113,37956206,+,0,,promoter-TSS (NM_152243),-promoter-TSS (NM_152243),-312,NM_152243,CDC42EP1,NM_152243,,,CDC42EP1,,,
26796,15121,chr2,240615128,240615278,+,0,,Intergenic,Intergenic,-69351,NR_037808,LOC150935,NR_037808,,,LOC150935,,,
26797,17249,chr22,23756962,23757023,+,0,,Intergenic,Intergenic,-12193,NR_003950,ZDHHC8P1,NR_003950,,,ZDHHC8P1,,,
26798,14240,chr2,116455418,116455481,+,0,,"intron (NM_020868, intron 7 of 25)","-intron (NM_001004360, intron 7 of 25)",535765,NM_001004360,DPP10,NM_001178037,,,DPP10,,,
26799,23376,chr6,51230011,51230058,+,0,,Intergenic,Intergenic,443595,NM_003221,TFAP2B,NM_003221,,,TFAP2B,,,
26800,5923,chr12,39333127,39333261,+,0,,Intergenic,Intergenic,-33774,NM_153634,CPNE8,NM_153634,,,CPNE8,,,
26801,11175,chr17,72888222,72888281,+,0,,"intron (NM_178128, intron 2 of 5)","-intron (NM_178128, intron 2 of 5)",1454,NM_178128,FADS6,NM_178128,,,FADS6,,,
26802,20090,chr4,3672643,3672684,+,0,,Intergenic,Intergenic,6919,NR_034136,LOC100133461,NR_034136,,,LOC100133461,,,
26803,1628,chr1,38915785,38915835,+,0,,Intergenic,Intergenic,-235371,NR_038928,LOC339442,NR_038928,,,LOC339442,,,
26804,17541,chr22,42322716,42322760,+,0,,promoter-TSS (NM_052945),-promoter-TSS (NM_052945),83,NM_052945,TNFRSF13C,NM_052945,,,TNFRSF13C,,,
26805,6022,chr12,49318810,49318956,+,0,,promoter-TSS (NM_001143781),-promoter-TSS (NM_001143781),-219,NM_001143781,FKBP11,NM_001143781,,,FKBP11,,,
26806,14386,chr2,129686775,129686822,+,0,,Intergenic,Intergenic,-610627,NM_004807,HS6ST1,NM_004807,,,HS6ST1,,,
26807,7079,chr13,99404885,99404935,+,0,,promoter-TSS (NM_005073),-promoter-TSS (NM_005073),19,NM_005073,SLC15A1,NM_005073,,,SLC15A1,,,
26808,9089,chr16,23256636,23256742,+,0,,Intergenic,Intergenic,-56902,NM_000336,SCNN1B,NM_000336,,,SCNN1B,,,
